,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-11010000000.0,-6920000000.0,-94127000.0,-1098606000.0
Change To Liabilities,-1060000000.0,150000000.0,626309000.0,899195000.0
Total Cashflows From Investing Activities,-91370000000.0,-37430000000.0,-26662829000.0,-44282277000.0
Net Borrowings,91360000000.0,33730000000.0,23026420000.0,42427958000.0
Total Cash From Financing Activities,70830000000.0,21610000000.0,10452063000.0,39420240000.0
Change To Operating Activities,-2520000000.0,1500000000.0,-16168226000.0,19084460000.0
Issuance Of Stock,50000000.0,50000000.0,50000000.0,1028478000.0
Net Income,2100000000.0,-230000000.0,-4739124000.0,-1375158000.0
Change In Cash,-4530000000.0,3830000000.0,34780000.0,1624468000.0
Repurchase Of Stock,-3440000000.0,-3440000000.0,-3440000000.0,-3440000000.0
Total Cash From Operating Activities,16010000000.0,19650000000.0,16245546000.0,6486505000.0
Depreciation,4850000000.0,3940000000.0,10611427000.0,5421545000.0
Other Cashflows From Investing Activities,-14700000000.0,570000000.0,2128804000.0,936508000.0
Dividends Paid,-820000000.0,-1030000000.0,-1030000000.0,-1030000000.0
Change To Inventory,750000000.0,320000000.0,15562363000.0,-16917579000.0
Change To Account Receivables,-3460000000.0,100000000.0,903273000.0,-5117457000.0
Other Cashflows From Financing Activities,-16320000000.0,-11090000000.0,-12574357000.0,-4036196000.0
Change To Netincome,15340000000.0,13870000000.0,9441354000.0,4483173000.0
Capital Expenditures,-61430000000.0,-33990000000.0,-28693148000.0,-44282798000.0
