,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-586599000.0,-2959732000.0,1155274000.0,7201707000.0
Total Cash From Financing Activities,99213140000.0,43022786000.0,10356573000.0,-75962222000.0
Change To Operating Activities,-123765909000.0,9302553000.0,-169326131000.0,10266731000.0
Issuance Of Stock,14351922000.0,93000000000.0,216241455000.0,128650000000.0
Net Income,15139687000.0,-128352369000.0,-149867554000.0,-81323999000.0
Change In Cash,48131542000.0,91910426000.0,-124771519000.0,10487640000.0
Total Cash From Operating Activities,-50494999000.0,51847373000.0,-136283366000.0,79248155000.0
Depreciation,3968473000.0,3943792000.0,3699464000.0,3768073000.0
Dividends Paid,-68321000.0,-214660000.0,-20280000.0,-221108000.0
Other Cashflows From Financing Activities,84929539000.0,-49762554000.0,-205864602000.0,-204391114000.0
Change To Netincome,56821287000.0,176392263000.0,188912017000.0,156405352000.0
Capital Expenditures,-586599000.0,-2959732000.0,-2959732000.0,-2959732000.0
