,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-701000000.0,395000000.0,193000000.0,750000000.0
Change To Liabilities,105000000.0,-33000000.0,177000000.0,156000000.0
Total Cashflows From Investing Activities,-1129000000.0,-242000000.0,-225000000.0,482000000.0
Net Borrowings,-94000000.0,-80000000.0,-80000000.0,-80000000.0
Total Cash From Financing Activities,-1317000000.0,-2513000000.0,-2073000000.0,-3197000000.0
Change To Operating Activities,229000000.0,303000000.0,149000000.0,64000000.0
Issuance Of Stock,2000000.0,1000000.0,1000000.0,1000000.0
Net Income,2613000000.0,2331000000.0,2199000000.0,2486000000.0
Change In Cash,915000000.0,-364000000.0,-220000000.0,-440000000.0
Effect Of Exchange Rate,103000000.0,-220000000.0,-184000000.0,18000000.0
Total Cash From Operating Activities,3258000000.0,2611000000.0,2262000000.0,2257000000.0
Depreciation,441000000.0,407000000.0,287000000.0,277000000.0
Other Cashflows From Investing Activities,43000000.0,81000000.0,41000000.0,51000000.0
Dividends Paid,-1226000000.0,-1359000000.0,-1277000000.0,-1156000000.0
Change To Account Receivables,-248000000.0,-542000000.0,-411000000.0,-237000000.0
Other Cashflows From Financing Activities,1000000.0,-5000000.0,-5000000.0,-5000000.0
Change To Netincome,118000000.0,145000000.0,-139000000.0,-501000000.0
Capital Expenditures,-285000000.0,-465000000.0,-349000000.0,-310000000.0
Repurchase Of Stock,,-1070000000.0,-118000000.0,-2042000000.0
