,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-952500000.0,-117890000.0,35114000.0,-111169000.0
Change To Liabilities,7705200000.0,1048748000.0,2253081000.0,123001000.0
Total Cashflows From Investing Activities,-2654000000.0,-993084000.0,-637920000.0,-997206000.0
Net Borrowings,688400000.0,-570050000.0,964025000.0,-25472000.0
Total Cash From Financing Activities,634700000.0,-573624000.0,686154000.0,417921000.0
Change To Operating Activities,-254600000.0,-749002000.0,-462768000.0,223731000.0
Issuance Of Stock,268600000.0,456968000.0,456968000.0,599998000.0
Net Income,1598000000.0,1205001000.0,633581000.0,609008000.0
Change In Cash,-318200000.0,812294000.0,17598000.0,99527000.0
Total Cash From Operating Activities,1701100000.0,2373429000.0,-30636000.0,678812000.0
Depreciation,437200000.0,356260000.0,207063000.0,151219000.0
Other Cashflows From Investing Activities,3000000.0,205707000.0,116629000.0,-162098000.0
Change To Inventory,-2454000000.0,-668557000.0,-860177000.0,-401430000.0
Change To Account Receivables,-5739500000.0,792108000.0,-2205216000.0,-216976000.0
Other Cashflows From Financing Activities,-322300000.0,-391631000.0,-255221000.0,-156605000.0
Change To Netincome,408800000.0,379879000.0,394338000.0,189654000.0
Capital Expenditures,-1681700000.0,-1097172000.0,-806123000.0,-758186000.0
Dividends Paid,,-68911000.0,-22650000.0,-22650000.0
