,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-13558800000.0,-5567700000.0,-6510600000.0,4722700000.0
Change To Liabilities,-4023000000.0,4062200000.0,-983500000.0,123400000.0
Total Cashflows From Investing Activities,-40252900000.0,-56428800000.0,-31381700000.0,-32105400000.0
Net Borrowings,19113400000.0,28830800000.0,881000000.0,7405700000.0
Total Cash From Financing Activities,-7446500000.0,12504000000.0,380400000.0,15891800000.0
Change To Operating Activities,-4031700000.0,13672000000.0,-124700000.0,-2999600000.0
Net Income,12240400000.0,7418200000.0,5592000000.0,11429400000.0
Change In Cash,-9693100000.0,10447400000.0,-4208400000.0,5957300000.0
Repurchase Of Stock,-6800000000.0,-12096200000.0,-12096200000.0,-12096200000.0
Total Cash From Operating Activities,37843300000.0,54372000000.0,25913800000.0,21983100000.0
Depreciation,13216700000.0,11684300000.0,8786700000.0,5793500000.0
Other Cashflows From Investing Activities,5013000000.0,1445200000.0,2649900000.0,151000000.0
Dividends Paid,-13900000.0,-22800000.0,-3100000.0,-8800000.0
Change To Inventory,3128600000.0,-1795200000.0,-1271500000.0,33200000.0
Change To Account Receivables,-391600000.0,-3210000000.0,849600000.0,-254000000.0
Other Cashflows From Financing Activities,-19746000000.0,-11207800000.0,-13037500000.0,-9505100000.0
Change To Netincome,17631800000.0,22484600000.0,13030400000.0,7856600000.0
Capital Expenditures,-39523200000.0,-27626700000.0,-11985500000.0,-9614000000.0
Issuance Of Stock,,7000000000.0,12540000000.0,18000000000.0
