,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-20000000.0,-20000000.0,-270000000.0,-270000000.0
Change To Liabilities,2092000000.0,-2010000000.0,-602000000.0,2512000000.0
Total Cashflows From Investing Activities,-992000000.0,-1936000000.0,-655000000.0,1044000000.0
Net Borrowings,-15648000000.0,-5588000000.0,-5790000000.0,-7133000000.0
Total Cash From Financing Activities,-17068000000.0,-7399000000.0,-8083000000.0,-9661000000.0
Change To Operating Activities,6535000000.0,-2467000000.0,2075000000.0,-3986000000.0
Net Income,3836000000.0,6589000000.0,7002000000.0,6338000000.0
Change In Cash,117000000.0,-1503000000.0,745000000.0,634000000.0
Total Cash From Operating Activities,18177000000.0,7832000000.0,9483000000.0,9251000000.0
Depreciation,2749000000.0,2864000000.0,2125000000.0,1904000000.0
Other Cashflows From Investing Activities,-37000000.0,62000000.0,64000000.0,42000000.0
Change To Inventory,-1244000000.0,68000000.0,-146000000.0,79000000.0
Change To Account Receivables,652000000.0,2713000000.0,838000000.0,1056000000.0
Other Cashflows From Financing Activities,-1420000000.0,-1811000000.0,-2293000000.0,-2528000000.0
Change To Netincome,3454000000.0,19000000.0,-1831000000.0,1329000000.0
Capital Expenditures,-1589000000.0,-2116000000.0,-1730000000.0,-1843000000.0
