,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-13722400000.0,-9319100000.0,-7346500000.0,-2670300000.0
Change To Liabilities,99020800000.0,-47057800000.0,52862500000.0,0.0
Total Cashflows From Investing Activities,-122785900000.0,-141678900000.0,-113817400000.0,-73979600000.0
Net Borrowings,2873500000.0,114632000000.0,50991900000.0,-11246800000.0
Total Cash From Financing Activities,-47091900000.0,84519600000.0,25982100000.0,-44229600000.0
Change To Operating Activities,53671200000.0,25999400000.0,-57481100000.0,24397200000.0
Net Income,106628900000.0,26387300000.0,66906300000.0,72182800000.0
Change In Cash,8414800000.0,-2466900000.0,-2295000000.0,-7837100000.0
Repurchase Of Stock,-19134700000.0,-19134700000.0,-19134700000.0,-19134700000.0
Total Cash From Operating Activities,178292600000.0,54692400000.0,85540300000.0,110372100000.0
Depreciation,36074100000.0,33698700000.0,30853100000.0,28344000000.0
Other Cashflows From Investing Activities,7005700000.0,5580900000.0,6195900000.0,-4279800000.0
Dividends Paid,-14844100000.0,-17251100000.0,-13714400000.0,-27919000000.0
Change To Inventory,-94390000000.0,11151100000.0,-18333500000.0,163700000.0
Change To Account Receivables,-29358100000.0,17332000000.0,-1301700000.0,-15137500000.0
Other Cashflows From Financing Activities,-15986600000.0,-12861300000.0,-11295400000.0,-5063800000.0
Change To Netincome,6465100000.0,-12818300000.0,12034700000.0,410000000.0
Capital Expenditures,-116660000000.0,-138565100000.0,-113380200000.0,-67153600000.0
