,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-18512000000.0,1744000000.0,2955000000.0,1689000000.0
Change To Liabilities,3102000000.0,4067000000.0,6083000000.0,1284000000.0
Total Cashflows From Investing Activities,-36247000000.0,-15589000000.0,-7138000000.0,-6840000000.0
Net Borrowings,18823000000.0,126000000.0,75000000.0,-1141000000.0
Total Cash From Financing Activities,25640000000.0,3876000000.0,-2417000000.0,-2397000000.0
Change To Operating Activities,-2162000000.0,-3556000000.0,-1079000000.0,57000000.0
Issuance Of Stock,407000000.0,318000000.0,317000000.0,270000000.0
Net Income,7405000000.0,7482000000.0,9053000000.0,3724000000.0
Change In Cash,723000000.0,1654000000.0,2103000000.0,-2612000000.0
Repurchase Of Stock,-93000000.0,-293000000.0,-1009000000.0,-102000000.0
Effect Of Exchange Rate,71000000.0,536000000.0,112000000.0,4000000.0
Total Cash From Operating Activities,11597000000.0,12831000000.0,11546000000.0,6621000000.0
Depreciation,7107000000.0,5501000000.0,4457000000.0,3832000000.0
Other Cashflows From Investing Activities,652000000.0,961000000.0,794000000.0,602000000.0
Change To Inventory,-4454000000.0,-3806000000.0,-3052000000.0,-872000000.0
Change To Account Receivables,-724000000.0,1644000000.0,-2243000000.0,-1534000000.0
Other Cashflows From Financing Activities,6503000000.0,4355000000.0,-1078000000.0,-699000000.0
Change To Netincome,1279000000.0,1478000000.0,-1694000000.0,111000000.0
Capital Expenditures,-15169000000.0,-16042000000.0,-12221000000.0,-7382000000.0
Dividends Paid,,-630000000.0,-722000000.0,-725000000.0
