,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3069300000.0,-5571100000.0,-1632000000.0,-11227800000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-3079100000.0,-7996300000.0,-1632400000.0,-11227800000.0
Net Borrowings,-266300000.0,-247800000.0,-247800000.0,-247800000.0
Total Cash From Financing Activities,-366400000.0,-10282800000.0,-5360500000.0,-4341800000.0
Change To Operating Activities,1047300000.0,-1879300000.0,-1952900000.0,-598200000.0
Net Income,36498300000.0,29920000000.0,30483800000.0,26547500000.0
Change In Cash,-728900000.0,919200000.0,-716500000.0,741400000.0
Total Cash From Operating Activities,2716600000.0,19198300000.0,6276400000.0,16311000000.0
Depreciation,335900000.0,333100000.0,40800000.0,52200000.0
Dividends Paid,-62100000.0,-8239200000.0,-4445400000.0,-3605400000.0
Change To Inventory,-2500000.0,-18500000.0,-18500000.0,-18500000.0
Change To Account Receivables,-21300000.0,-9700000.0,-9700000.0,-9700000.0
Other Cashflows From Financing Activities,-38000000.0,-1795800000.0,-915100000.0,-736400000.0
Change To Netincome,-35141100000.0,-9147300000.0,-22295300000.0,-9690500000.0
Capital Expenditures,-11300000.0,-37100000.0,-400000.0,-400000.0
