,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-8016800000.0,5500200000.0,29773300000.0,-23840900000.0
Change To Liabilities,19014000000.0,-25849800000.0,12028800000.0,15980600000.0
Total Cashflows From Investing Activities,-9911000000.0,-15026700000.0,18918600000.0,-31662400000.0
Net Borrowings,17161700000.0,29687500000.0,33369100000.0,25621400000.0
Total Cash From Financing Activities,13306700000.0,15388500000.0,23977500000.0,19054200000.0
Change To Operating Activities,-13362100000.0,-13423600000.0,-56729400000.0,-37566800000.0
Net Income,-1652300000.0,3366700000.0,20787000000.0,17603800000.0
Change In Cash,-7072000000.0,4208500000.0,5493500000.0,2049000000.0
Effect Of Exchange Rate,89900000.0,14900000.0,48600000.0,32900000.0
Total Cash From Operating Activities,-10651300000.0,3831800000.0,-37454900000.0,14624300000.0
Depreciation,8356200000.0,7098800000.0,6405800000.0,6179900000.0
Other Cashflows From Investing Activities,6067600000.0,-4292600000.0,409600000.0,828800000.0
Change To Inventory,-9594600000.0,15270400000.0,-8557500000.0,7409000000.0
Change To Account Receivables,-15522800000.0,12039600000.0,-15674300000.0,518000000.0
Other Cashflows From Financing Activities,-3855000000.0,-1541700000.0,-2345700000.0,-2047300000.0
Change To Netincome,2110300000.0,4928600000.0,3904700000.0,4189500000.0
Capital Expenditures,-7516700000.0,-13490800000.0,-11263500000.0,-6511600000.0
Dividends Paid,,-12757300000.0,-7132300000.0,-4565400000.0
Issuance Of Stock,,,86400000.0,45500000.0
