,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-1854200000.0,3300000.0,479400000.0,603144000.0
Change To Liabilities,703600000.0,-1127400000.0,-193500000.0,2661213000.0
Total Cashflows From Investing Activities,-3961600000.0,-4279200000.0,-1625500000.0,-5247277000.0
Net Borrowings,-5249700000.0,-1105500000.0,2032500000.0,2625825000.0
Total Cash From Financing Activities,-5961300000.0,-3375600000.0,958100000.0,3453146000.0
Change To Operating Activities,368200000.0,275800000.0,-459300000.0,-557494000.0
Net Income,7758100000.0,6110300000.0,1736600000.0,790157000.0
Change In Cash,67500000.0,-8200000.0,-64700000.0,35864000.0
Total Cash From Operating Activities,9990400000.0,7646600000.0,602700000.0,1829994000.0
Depreciation,1514700000.0,1385100000.0,764300000.0,517676000.0
Other Cashflows From Investing Activities,-21400000.0,-122500000.0,433400000.0,361206000.0
Dividends Paid,-3800000.0,-877800000.0,-176500000.0,-156031000.0
Change To Inventory,118200000.0,161800000.0,-851700000.0,-1582523000.0
Change To Account Receivables,-1630600000.0,-402400000.0,-1618600000.0,-530406000.0
Other Cashflows From Financing Activities,-707800000.0,-1392300000.0,-897900000.0,-516637000.0
Change To Netincome,1146600000.0,1231200000.0,1211300000.0,521345000.0
Capital Expenditures,-2070300000.0,-3983900000.0,-2427400000.0,-6217428000.0
Issuance Of Stock,,,,1499989000.0
