,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-31228249000.0,-46011617000.0,-39478641000.0,-27488539000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-13669741000.0,-33820483000.0,-28563985000.0,-18956897000.0
Total Cash From Financing Activities,-2115871000.0,-4198061000.0,-3101035000.0,-963675000.0
Issuance Of Stock,100038000.0,35166000.0,37083000.0,346592000.0
Net Income,14730548000.0,11937570000.0,10492626000.0,8617757000.0
Change In Cash,1950133000.0,-3690104000.0,-1901698000.0,3977811000.0
Total Cash From Operating Activities,17735745000.0,34328440000.0,29763322000.0,23898383000.0
Depreciation,400800000.0,880272000.0,573261000.0,509493000.0
Other Cashflows From Investing Activities,18344309000.0,15214755000.0,12076601000.0,9278410000.0
Other Cashflows From Financing Activities,-2215909000.0,-4233227000.0,-3138118000.0,-1310267000.0
Change To Netincome,1725113000.0,21510598000.0,18697435000.0,14771133000.0
Capital Expenditures,-790157000.0,-3032485000.0,-1168415000.0,-750290000.0
