,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-2739620000.0,-1243580000.0,145540000.0,-106330000.0
Change To Liabilities,1849850000.0,-1057430000.0,-375880000.0,2667420000.0
Total Cashflows From Investing Activities,-5906430000.0,-6705950000.0,-7251620000.0,-4355330000.0
Net Borrowings,-1296230000.0,-542450000.0,-761810000.0,396090000.0
Total Cash From Financing Activities,-1430130000.0,-2576430000.0,-1672960000.0,-235600000.0
Change To Operating Activities,-521840000.0,-830840000.0,-137020000.0,-105480000.0
Net Income,5197060000.0,5655340000.0,4950060000.0,3907570000.0
Change In Cash,-1075880000.0,831580000.0,351610000.0,2829750000.0
Total Cash From Operating Activities,6214840000.0,10113960000.0,8983400000.0,7420680000.0
Depreciation,3951510000.0,4120870000.0,3729710000.0,3180650000.0
Other Cashflows From Investing Activities,27730000.0,9520000.0,15100000.0,14580000.0
Dividends Paid,-10000.0,-1547110000.0,-562610000.0,-351610000.0
Change To Inventory,-466480000.0,-100880000.0,-100530000.0,-500230000.0
Change To Account Receivables,-3556350000.0,2527460000.0,918370000.0,-2079870000.0
Other Cashflows From Financing Activities,-133890000.0,-486870000.0,-348540000.0,-280080000.0
Change To Netincome,-278780000.0,-222520000.0,-33700000.0,315420000.0
Capital Expenditures,-3750740000.0,-5825200000.0,-7137740000.0,-4452690000.0
