,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-6078700000.0,-1191700000.0,-20245400000.0,19189100000.0
Change To Liabilities,-3734500000.0,5639400000.0,-1627900000.0,-283900000.0
Total Cashflows From Investing Activities,-12395800000.0,11069900000.0,-32824700000.0,4698700000.0
Net Borrowings,-14918900000.0,-2674000000.0,12921600000.0,-8953100000.0
Total Cash From Financing Activities,-18852700000.0,-8905800000.0,7441300000.0,-14920900000.0
Change To Operating Activities,-566300000.0,4881400000.0,130100000.0,-1202400000.0
Issuance Of Stock,107600000.0,59700000.0,37000000.0,145200000.0
Net Income,12165300000.0,-2693900000.0,6065500000.0,2512600000.0
Change In Cash,-13030900000.0,16852500000.0,-8723700000.0,7289700000.0
Total Cash From Operating Activities,18217600000.0,14688400000.0,16659700000.0,17511900000.0
Depreciation,8778300000.0,9702300000.0,8460500000.0,10705600000.0
Other Cashflows From Investing Activities,396900000.0,3191500000.0,-2980600000.0,407500000.0
Dividends Paid,-2723200000.0,-2264600000.0,-2248400000.0,-3383400000.0
Change To Inventory,-6574200000.0,-4795900000.0,-2948000000.0,172700000.0
Change To Account Receivables,8950100000.0,-10435200000.0,-556100000.0,-8880700000.0
Other Cashflows From Financing Activities,-1318200000.0,-4026900000.0,-3268900000.0,-2729600000.0
Change To Netincome,-896900000.0,12390300000.0,7135600000.0,14334900000.0
Capital Expenditures,-6776200000.0,-6731300000.0,-9853500000.0,-15534200000.0
