,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-37362272000.0,-33236927000.0,-8567738000.0,110657669000.0
Net Borrowings,105333360000.0,84958180000.0,33776000000.0,-121184750000.0
Total Cash From Financing Activities,4483132865000.0,3390490823000.0,2188104166000.0,1269390094000.0
Change To Operating Activities,-4331662057000.0,-3715743518000.0,-2489965826000.0,-2765135485000.0
Net Income,224054576000.0,197678022000.0,22996391000.0,-45562900000.0
Change In Cash,933917721000.0,288029997000.0,302231556000.0,-779080470000.0
Effect Of Exchange Rate,663990000.0,27686427000.0,10762867000.0,13051753000.0
Total Cash From Operating Activities,-3512516862000.0,-3096910326000.0,-1888067739000.0,-2178997521000.0
Depreciation,37110636000.0,36615585000.0,34958921000.0,31050710000.0
Other Cashflows From Investing Activities,31950000.0,1987496000.0,17457888000.0,154597000.0
Other Cashflows From Financing Activities,4377799505000.0,3305532643000.0,2154328166000.0,1176912968000.0
Change To Netincome,557979983000.0,384539585000.0,543942775000.0,600650154000.0
Capital Expenditures,-38280203000.0,-30650113000.0,-30055102000.0,-30055102000.0
Issuance Of Stock,,,,237824547000.0
Dividends Paid,,,,-24162671000.0
