,2020-03-31,2019-03-31,2018-03-31,2017-03-31
Investments,11160000.0,12120000.0,13280000.0,14550000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,14720000.0,13140000.0,16750000.0,17854000.0
Net Borrowings,604548980000.0,393475410000.0,283556990000.0,189299252000.0
Total Cash From Financing Activities,627137870000.0,417494530000.0,280746350000.0,182497075000.0
Change To Operating Activities,-652928310000.0,-440265210000.0,-302101240000.0,-214507302000.0
Issuance Of Stock,25000000000.0,28540000000.0,28540000000.0,28540000000.0
Net Income,31920960000.0,21399330000.0,20014600000.0,9338114000.0
Change In Cash,-23270000.0,25790000.0,1850000.0,-12036907000.0
Total Cash From Operating Activities,-627175860000.0,-417481880000.0,-280761250000.0,-194551836000.0
Depreciation,4430000.0,4090000.0,3470000.0,3502000.0
Other Cashflows From Investing Activities,5920000.0,5140000.0,4870000.0,4542000.0
Dividends Paid,-2000000000.0,-3750000000.0,-2335240000.0,-6678062000.0
Other Cashflows From Financing Activities,-411110000.0,-770880000.0,-475400000.0,-124115000.0
Change To Netincome,-7531140000.0,142570000.0,-698270000.0,13967205000.0
Capital Expenditures,-2410000.0,-4220000.0,-1480000.0,-1366000.0
