,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3899200000.0,-4342700000.0,-2088500000.0,-11200000.0
Change To Liabilities,872500000.0,1113000000.0,-709100000.0,1214600000.0
Total Cashflows From Investing Activities,-6463900000.0,-7827000000.0,-4074600000.0,-1301300000.0
Net Borrowings,182000000.0,537000000.0,388500000.0,-1517800000.0
Total Cash From Financing Activities,-521900000.0,-1105500000.0,-10800000.0,-2074000000.0
Change To Operating Activities,134600000.0,544300000.0,170200000.0,95700000.0
Net Income,6557600000.0,6664600000.0,4322300000.0,2764800000.0
Change In Cash,207200000.0,-114000000.0,-50800000.0,192300000.0
Repurchase Of Stock,-617400000.0,-617400000.0,-617400000.0,-617400000.0
Effect Of Exchange Rate,13500000.0,4700000.0,-1200000.0,10500000.0
Total Cash From Operating Activities,7179500000.0,8813800000.0,4035800000.0,3557100000.0
Depreciation,1359000000.0,1289900000.0,1188600000.0,1103700000.0
Other Cashflows From Investing Activities,709000000.0,242500000.0,99100000.0,142300000.0
Change To Inventory,-925700000.0,46500000.0,-1004000000.0,78300000.0
Change To Account Receivables,-326500000.0,-36400000.0,115900000.0,-1982900000.0
Other Cashflows From Financing Activities,-86500000.0,-127200000.0,12900000.0,-175100000.0
Change To Netincome,-496200000.0,-809700000.0,-48600000.0,282800000.0
Capital Expenditures,-3225100000.0,-3739900000.0,-2083500000.0,-1430400000.0
Dividends Paid,,-1515300000.0,-412300000.0,-381100000.0
Issuance Of Stock,,,100000.0,100000.0
