,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,7660000000.0,-4900000000.0,10570000000.0,-1930000000.0
Change To Liabilities,5480000000.0,-70000000.0,-1750000000.0,2110000000.0
Total Cashflows From Investing Activities,-2760000000.0,-17600000000.0,1870000000.0,1350000000.0
Net Borrowings,-25700000000.0,-310000000.0,-15090000000.0,-7730000000.0
Total Cash From Financing Activities,-33660000000.0,-5910000000.0,-20670000000.0,-15640000000.0
Change To Operating Activities,1820000000.0,950000000.0,2450000000.0,2450000000.0
Issuance Of Stock,50000000.0,50000000.0,40000000.0,40000000.0
Net Income,12310000000.0,2240000000.0,3080000000.0,2920000000.0
Change In Cash,-110000000.0,-140000000.0,-350000000.0,1770000000.0
Repurchase Of Stock,-4050000000.0,-4050000000.0,-4050000000.0,-4050000000.0
Total Cash From Operating Activities,35960000000.0,23370000000.0,18430000000.0,16060000000.0
Depreciation,12620000000.0,15280000000.0,12960000000.0,7930000000.0
Other Cashflows From Investing Activities,1000000000.0,750000000.0,560000000.0,1330000000.0
Change To Inventory,500000000.0,590000000.0,-2440000000.0,-1270000000.0
Change To Account Receivables,-280000000.0,1270000000.0,110000000.0,-4430000000.0
Other Cashflows From Financing Activities,-3960000000.0,-4830000000.0,-5290000000.0,-7680000000.0
Change To Netincome,3510000000.0,3110000000.0,4020000000.0,8770000000.0
Capital Expenditures,-10460000000.0,-13480000000.0,-9260000000.0,-4020000000.0
Dividends Paid,,-770000000.0,-330000000.0,-270000000.0
