,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-11165400000.0,7383500000.0,-543300000.0,-11027000000.0
Change To Liabilities,-1306400000.0,-1243000000.0,-2746600000.0,6253000000.0
Total Cashflows From Investing Activities,-9273100000.0,9409800000.0,-715300000.0,-12776200000.0
Net Borrowings,-1774700000.0,-8198300000.0,-6201500000.0,-7051500000.0
Total Cash From Financing Activities,-27586100000.0,-30546500000.0,-25476100000.0,-13347000000.0
Change To Operating Activities,842500000.0,-1405200000.0,-3176000000.0,99200000.0
Net Income,29392300000.0,27033500000.0,22305600000.0,21104400000.0
Change In Cash,-1266900000.0,7494400000.0,-4777200000.0,3833100000.0
Total Cash From Operating Activities,35592300000.0,28631100000.0,21414200000.0,29956300000.0
Depreciation,7840900000.0,7761300000.0,4112400000.0,4116500000.0
Other Cashflows From Investing Activities,2622700000.0,2434100000.0,1455700000.0,3300000.0
Dividends Paid,-22451800000.0,-6750000000.0,-6750000000.0,-3750000000.0
Change To Inventory,1437100000.0,885500000.0,-783400000.0,494200000.0
Change To Account Receivables,-2719600000.0,-2201200000.0,2183300000.0,-3899900000.0
Other Cashflows From Financing Activities,-3359600000.0,-7348200000.0,-4274600000.0,-2545500000.0
Change To Netincome,105500000.0,-2199800000.0,-481100000.0,1788900000.0
Capital Expenditures,-727900000.0,-407800000.0,-1627300000.0,-1733000000.0
