,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-67188200000.0,-63479700000.0,140163700000.0,63446800000.0
Change To Liabilities,57481500000.0,-80848100000.0,-46921300000.0,73203400000.0
Total Cashflows From Investing Activities,-261262500000.0,-341702200000.0,-197110900000.0,-262016100000.0
Net Borrowings,147544300000.0,70982300000.0,159302000000.0,75183100000.0
Total Cash From Financing Activities,99042000000.0,33896100000.0,88303700000.0,20117100000.0
Change To Operating Activities,-85368700000.0,28957800000.0,-55519000000.0,-58670300000.0
Issuance Of Stock,26025100000.0,38887700000.0,38887700000.0,38887700000.0
Net Income,-134513900000.0,-120708500000.0,-288262300000.0,89889100000.0
Change In Cash,132322100000.0,-30920000000.0,68430500000.0,7299900000.0
Effect Of Exchange Rate,4537500000.0,10556700000.0,-14109200000.0,13064100000.0
Total Cash From Operating Activities,290005100000.0,266329400000.0,188907500000.0,238574200000.0
Depreciation,235467100000.0,118147900000.0,123461700000.0,110891700000.0
Other Cashflows From Investing Activities,4473900000.0,17319200000.0,9870500000.0,24878800000.0
Dividends Paid,-15600000.0,-15600000.0,-15600000.0,-15600000.0
Change To Inventory,38145000000.0,23255000000.0,20686400000.0,-35604300000.0
Change To Account Receivables,-11183500000.0,79289300000.0,9547000000.0,-43265800000.0
Other Cashflows From Financing Activities,-74511800000.0,-75973900000.0,-70998300000.0,-55066000000.0
Change To Netincome,189977600000.0,122129600000.0,313470400000.0,-2513800000.0
Capital Expenditures,-117756500000.0,-143191700000.0,-174195500000.0,-198654300000.0
