,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-56679400000.0,-69831100000.0,17506600000.0,42622400000.0
Change To Liabilities,38897600000.0,11682700000.0,15125100000.0,8562500000.0
Total Cashflows From Investing Activities,-92169100000.0,-115390900000.0,-20830100000.0,5097600000.0
Net Borrowings,-59275500000.0,-20408100000.0,65312800000.0,52910000000.0
Total Cash From Financing Activities,-80135400000.0,-34265300000.0,39700000000.0,34490700000.0
Change To Operating Activities,-71956800000.0,13733700000.0,-139576600000.0,-122437300000.0
Issuance Of Stock,126000000.0,90200000.0,85800000.0,859800000.0
Net Income,43048200000.0,44117400000.0,16929900000.0,26785800000.0
Change In Cash,-4463200000.0,18383300000.0,2870400000.0,8555000000.0
Effect Of Exchange Rate,3300000.0,4700000.0,4100000.0,41900000.0
Total Cash From Operating Activities,147008800000.0,166203000000.0,-16585800000.0,-41399000000.0
Depreciation,39787800000.0,39667400000.0,35321700000.0,26814300000.0
Other Cashflows From Investing Activities,37300000.0,2695700000.0,3340800000.0,1903100000.0
Dividends Paid,-4220700000.0,-7053100000.0,-6256000000.0,-5746800000.0
Change To Inventory,5554200000.0,2600200000.0,-3536700000.0,-7512600000.0
Change To Account Receivables,-42000000.0,9350400000.0,-12695100000.0,-7578600000.0
Other Cashflows From Financing Activities,-16765200000.0,-6808800000.0,-17562700000.0,-13532300000.0
Change To Netincome,91719800000.0,45051200000.0,71845900000.0,33966900000.0
Capital Expenditures,-36510400000.0,-50768300000.0,-41789500000.0,-32887100000.0
Repurchase Of Stock,,-85500000.0,-1879900000.0,-1879900000.0
