,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-3571400000.0,-83929000000.0,-51292300000.0,11781900000.0
Change To Liabilities,1328900000.0,1981900000.0,1178400000.0,1579000000.0
Total Cashflows From Investing Activities,-4285400000.0,-87576100000.0,-53789300000.0,10754300000.0
Net Borrowings,-25207400000.0,187944000000.0,294050900000.0,117907900000.0
Total Cash From Financing Activities,18261400000.0,341668100000.0,344493100000.0,195033500000.0
Change To Operating Activities,-96278500000.0,-344764000000.0,-347100200000.0,-243400200000.0
Issuance Of Stock,1032100000.0,85680400000.0,574500000.0,45379700000.0
Net Income,44198200000.0,52637500000.0,39949900000.0,24963700000.0
Change In Cash,5166500000.0,9975000000.0,88500000.0,131900000.0
Total Cash From Operating Activities,-8809500000.0,-244117000000.0,-290615300000.0,-205655900000.0
Depreciation,2488300000.0,2396900000.0,1055200000.0,747500000.0
Other Cashflows From Investing Activities,2267000000.0,1359500000.0,1165900000.0,1040900000.0
Dividends Paid,-27400000.0,-9432800000.0,-2301500000.0,-1968300000.0
Other Cashflows From Financing Activities,42464100000.0,77476500000.0,52169200000.0,33714200000.0
Change To Netincome,38689200000.0,43081300000.0,13915100000.0,10180900000.0
Capital Expenditures,-1316600000.0,-3967600000.0,-2997100000.0,-1349500000.0
