,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-11841000000.0,858000000.0,-301000000.0,-877000000.0
Change To Liabilities,122000000.0,537000000.0,423000000.0,392000000.0
Total Cashflows From Investing Activities,-11833000000.0,-229000000.0,-1933000000.0,-2000000000.0
Net Borrowings,-842000000.0,-495000000.0,-3004000000.0,1960000000.0
Total Cash From Financing Activities,-4225000000.0,-6960000000.0,-5221000000.0,-2875000000.0
Change To Operating Activities,4385000000.0,-885000000.0,525000000.0,851000000.0
Issuance Of Stock,1000000.0,4000000.0,3000000.0,1000000.0
Net Income,11105000000.0,6309000000.0,7541000000.0,5701000000.0
Change In Cash,3688000000.0,1350000000.0,-716000000.0,767000000.0
Effect Of Exchange Rate,-214000000.0,288000000.0,133000000.0,-2000000.0
Total Cash From Operating Activities,19960000000.0,8251000000.0,6305000000.0,5644000000.0
Depreciation,2421000000.0,2682000000.0,1565000000.0,1633000000.0
Other Cashflows From Investing Activities,622000000.0,133000000.0,76000000.0,52000000.0
Dividends Paid,-2880000000.0,-2652000000.0,-2180000000.0,-1825000000.0
Change To Account Receivables,1585000000.0,-1193000000.0,-3308000000.0,-2063000000.0
Other Cashflows From Financing Activities,-504000000.0,-529000000.0,-40000000.0,-54000000.0
Change To Netincome,167000000.0,729000000.0,-517000000.0,-942000000.0
Capital Expenditures,-673000000.0,-1241000000.0,-1747000000.0,-1020000000.0
Repurchase Of Stock,,,,-2640000000.0
