,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,7532600000.0,3386275000.0,-1682484000.0,-7267695000.0
Change To Liabilities,97600000.0,-1454484000.0,870617000.0,947008000.0
Total Cashflows From Investing Activities,-5974700000.0,3584238000.0,-6457715000.0,-5918699000.0
Net Borrowings,315800000.0,-507583000.0,-1102828000.0,8306100000.0
Total Cash From Financing Activities,-1163800000.0,-3094856000.0,8389477000.0,6509986000.0
Change To Operating Activities,-4375200000.0,1058570000.0,-10829987000.0,-3173944000.0
Net Income,7392900000.0,6893302000.0,8169335000.0,4588032000.0
Change In Cash,-113400000.0,-2330438000.0,3387378000.0,-1430782000.0
Total Cash From Operating Activities,7025100000.0,-2819820000.0,1455616000.0,-2022069000.0
Depreciation,411900000.0,438488000.0,428640000.0,481571000.0
Other Cashflows From Investing Activities,-269800000.0,2454631000.0,-3068776000.0,2121595000.0
Change To Inventory,3406400000.0,-10750043000.0,2244405000.0,-3772782000.0
Change To Account Receivables,-127300000.0,-58439000.0,717621000.0,-753774000.0
Other Cashflows From Financing Activities,-1479600000.0,-1710589000.0,-1688878000.0,-996010000.0
Change To Netincome,218800000.0,1042595000.0,-156756000.0,-347285000.0
Capital Expenditures,-13241200000.0,-2261333000.0,-1715569000.0,-772599000.0
Dividends Paid,,-876684000.0,-818817000.0,-817475000.0
Issuance Of Stock,,,12000000000.0,17371000.0
