,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-13575910000.0,-6387490000.0,-2187450000.0,-2982020000.0
Change To Liabilities,1428170000.0,-2146730000.0,1130120000.0,1109210000.0
Total Cashflows From Investing Activities,-15240000000.0,-7660780000.0,-3141390000.0,-3588370000.0
Net Borrowings,-10160000.0,-6200000.0,-5070000.0,-5250000.0
Total Cash From Financing Activities,12384600000.0,-68710000.0,-31240000.0,-37730000.0
Change To Operating Activities,5140000.0,596510000.0,-220150000.0,-1173840000.0
Issuance Of Stock,12418070000.0,12418070000.0,12418070000.0,3976810000.0
Net Income,9969630000.0,7728580000.0,4518560000.0,3210510000.0
Change In Cash,3229660000.0,-669050000.0,-1364390000.0,-1602360000.0
Effect Of Exchange Rate,35770000.0,51090000.0,-44310000.0,2630000.0
Total Cash From Operating Activities,6049290000.0,7009350000.0,1852550000.0,2021110000.0
Depreciation,987800000.0,945870000.0,821200000.0,783680000.0
Other Cashflows From Investing Activities,619370000.0,434470000.0,398050000.0,243800000.0
Change To Inventory,-5188890000.0,1555970000.0,-3990460000.0,-1341110000.0
Change To Account Receivables,-602010000.0,-805170000.0,-458960000.0,-528590000.0
Other Cashflows From Financing Activities,-23310000.0,-62510000.0,-26170000.0,-32480000.0
Change To Netincome,-550550000.0,-865680000.0,52240000.0,-38750000.0
Capital Expenditures,-2287760000.0,-1946620000.0,-1357440000.0,-851750000.0
Repurchase Of Stock,,,,-3976810000.0
