,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,23260000000.0,-72680000000.0,-4300000000.0,3360000000.0
Change To Liabilities,13060000000.0,1830000000.0,34060000000.0,25140000000.0
Total Cashflows From Investing Activities,-81190000000.0,-195860000000.0,-114480000000.0,-45290000000.0
Net Borrowings,16740000000.0,114700000000.0,66540000000.0,-39920000000.0
Total Cash From Financing Activities,-31100000000.0,51890000000.0,17530000000.0,-81850000000.0
Change To Operating Activities,2210000000.0,-17460000000.0,-10430000000.0,-17760000000.0
Issuance Of Stock,390000000.0,1070000000.0,1070000000.0,490000000.0
Net Income,79110000000.0,40300000000.0,76390000000.0,62140000000.0
Change In Cash,79770000000.0,-16150000000.0,49990000000.0,-3350000000.0
Effect Of Exchange Rate,-30000000.0,-60000000.0,30000000.0,30000000.0
Total Cash From Operating Activities,187890000000.0,127850000000.0,146330000000.0,123790000000.0
Depreciation,46440000000.0,42260000000.0,40230000000.0,33650000000.0
Other Cashflows From Investing Activities,3370000000.0,5130000000.0,1580000000.0,1260000000.0
Dividends Paid,-4830000000.0,-11950000000.0,-9330000000.0,-6550000000.0
Change To Inventory,-3350000000.0,7440000000.0,-17410000000.0,-11990000000.0
Change To Account Receivables,720000000.0,24580000000.0,-22030000000.0,-6400000000.0
Other Cashflows From Financing Activities,-43400000000.0,-50920000000.0,-38150000000.0,-35110000000.0
Change To Netincome,49350000000.0,28700000000.0,45340000000.0,38790000000.0
Capital Expenditures,-92580000000.0,-128100000000.0,-102060000000.0,-47360000000.0
Repurchase Of Stock,,-1010000000.0,-1530000000.0,-760000000.0
