,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-4196400000.0,-4282000000.0,-1802300000.0,-3409600000.0
Change To Liabilities,-48100000.0,203100000.0,-854900000.0,194100000.0
Total Cashflows From Investing Activities,-4016100000.0,365100000.0,-347500000.0,-2599900000.0
Net Borrowings,-212700000.0,-220200000.0,-220200000.0,-220200000.0
Total Cash From Financing Activities,-2391200000.0,-4679500000.0,-3586800000.0,-916500000.0
Change To Operating Activities,217300000.0,389600000.0,1831200000.0,169700000.0
Issuance Of Stock,929000000.0,24300000.0,24300000.0,6169000000.0
Net Income,6803300000.0,4152500000.0,4860900000.0,4557400000.0
Change In Cash,-1847600000.0,1735100000.0,-73800000.0,243200000.0
Total Cash From Operating Activities,4559600000.0,6049500000.0,3860500000.0,3759600000.0
Depreciation,295600000.0,312000000.0,76600000.0,62000000.0
Other Cashflows From Investing Activities,376500000.0,4687200000.0,1539300000.0,960300000.0
Dividends Paid,-3063200000.0,-3672100000.0,-2448000000.0,-5536800000.0
Change To Account Receivables,134000000.0,432700000.0,-621600000.0,27500000.0
Other Cashflows From Financing Activities,-44300000.0,-811500000.0,-1138800000.0,-1248700000.0
Change To Netincome,-2879600000.0,539100000.0,-1455800000.0,-1274400000.0
Capital Expenditures,-196700000.0,-40400000.0,-85300000.0,-150800000.0
