,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-23296676000.0,-56862641099.0,-25221198952.0,-21643337726.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-18038705000.0,-53115402220.0,-23731933642.0,-22365988220.0
Net Borrowings,5811800000.0,8392093281.0,2363505584.0,-7439384196.0
Total Cash From Financing Activities,214791688000.0,124479868383.0,94672668786.0,134863406498.0
Change To Operating Activities,-192547694000.0,-98610016298.0,-100141846897.0,-149455463518.0
Issuance Of Stock,72675000.0,89479594.0,50023980.0,36623966250.0
Net Income,22054570000.0,30237375528.0,19515018926.0,13455568149.0
Change In Cash,-21599806000.0,25502275837.0,4268553132.0,-19894055195.0
Total Cash From Operating Activities,-218352789000.0,-57107756107.0,-66672182012.0,-132391473473.0
Depreciation,1030649000.0,802557701.0,781725368.0,859230013.0
Other Cashflows From Investing Activities,7456933000.0,4769227063.0,3201179572.0,3201179572.0
Other Cashflows From Financing Activities,208907213000.0,122082796445.0,93697128801.0,105678824444.0
Change To Netincome,25209320000.0,6927991946.0,3695664077.0,2749191883.0
Capital Expenditures,-2225113000.0,-1031950195.0,-1713401062.0,-722650494.0
Dividends Paid,,-6084500937.0,-1437989579.0,-1437989579.0
