,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-16808651000.0,-16169244000.0,-15984087000.0,-8521873000.0
Net Borrowings,-91375744000.0,291015441000.0,12906942000.0,580264409000.0
Total Cash From Financing Activities,1801923907000.0,2480989526000.0,1572582292000.0,2026185543000.0
Change To Operating Activities,-1976345843000.0,-2844603351000.0,-2289975463000.0,-1547539582000.0
Issuance Of Stock,17600995000.0,18486821000.0,257904302000.0,27259098000.0
Net Income,318332091000.0,272539506000.0,223324309000.0,185100242000.0
Change In Cash,333324145000.0,61224696000.0,-412439139000.0,737504366000.0
Effect Of Exchange Rate,-1418252000.0,2139891000.0,953463000.0,105872000.0
Total Cash From Operating Activities,-1450372859000.0,-2405735477000.0,-1969990807000.0,-1280265176000.0
Depreciation,13850062000.0,12767714000.0,12206675000.0,9667819000.0
Other Cashflows From Financing Activities,1875698656000.0,2237793025000.0,1342729983000.0,1446974752000.0
Change To Netincome,193790831000.0,153560654000.0,84453672000.0,72506345000.0
Capital Expenditures,-16961460000.0,-16358706000.0,-16206124000.0,-8477746000.0
Dividends Paid,,-49836261000.0,-40958935000.0,-28312716000.0
