,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-1599800000.0,17003000000.0,17175200000.0,5257300000.0
Change To Liabilities,-13407900000.0,-21784600000.0,9816500000.0,17439200000.0
Total Cashflows From Investing Activities,-425000000.0,18770600000.0,19188500000.0,9612100000.0
Net Borrowings,-1599700000.0,24383200000.0,25024900000.0,-461600000.0
Total Cash From Financing Activities,-3958100000.0,16219900000.0,-316300000.0,-6673900000.0
Change To Operating Activities,-2698600000.0,-10950700000.0,-20005600000.0,3263300000.0
Net Income,-26971100000.0,-14660100000.0,10051000000.0,4411600000.0
Change In Cash,1233000000.0,6075500000.0,-19729400000.0,12828900000.0
Total Cash From Operating Activities,5616000000.0,-28915000000.0,-38601500000.0,9890700000.0
Depreciation,4610100000.0,5032700000.0,4757400000.0,7873300000.0
Other Cashflows From Investing Activities,3659500000.0,5614700000.0,6251900000.0,7052700000.0
Dividends Paid,-6800000.0,-4186700000.0,-6527500000.0,-4846300000.0
Change To Inventory,15367100000.0,-10951200000.0,-18686500000.0,10003400000.0
Change To Account Receivables,27023400000.0,17530500000.0,-47015300000.0,-63409100000.0
Other Cashflows From Financing Activities,-2351600000.0,-3976600000.0,-2447500000.0,-1366000000.0
Change To Netincome,1560900000.0,6844800000.0,22477400000.0,30309000000.0
Capital Expenditures,-2503500000.0,-3940100000.0,-4261100000.0,-2812500000.0
Repurchase Of Stock,,,-16366200000.0,-16366200000.0
