,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-9399200000.0,6600000.0,-10791000.0,5372000.0
Change To Liabilities,320400000.0,621400000.0,1354968000.0,3056087000.0
Total Cashflows From Investing Activities,-9967800000.0,-771700000.0,-757931000.0,-357703000.0
Net Borrowings,4984100000.0,35298700000.0,23541299000.0,30477793000.0
Total Cash From Financing Activities,4317500000.0,39225100000.0,28241299000.0,29532985000.0
Change To Operating Activities,-29653900000.0,-71677100000.0,-45745685000.0,-46839748000.0
Issuance Of Stock,271700000.0,4935800000.0,4700000000.0,4700000000.0
Net Income,9845200000.0,12448200000.0,8649659000.0,6035476000.0
Change In Cash,1272900000.0,-2175900000.0,4216015000.0,1897297000.0
Total Cash From Operating Activities,6923200000.0,-40629300000.0,-23267353000.0,-28912034000.0
Depreciation,873700000.0,755700000.0,358833000.0,94427000.0
Dividends Paid,-938300000.0,-1009400000.0,-1009400000.0,-944808000.0
Change To Netincome,25178900000.0,16940200000.0,11921521000.0,8701447000.0
Capital Expenditures,-569500000.0,-779200000.0,-964317000.0,-419511000.0
Other Cashflows From Investing Activities,,,214103000.0,32384000.0
