,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-8070890000.0,22860000.0,-1356040000.0,58790000.0
Change To Liabilities,140730000.0,-1202960000.0,5803130000.0,-4393440000.0
Total Cashflows From Investing Activities,-10120920000.0,-2622460000.0,-4077280000.0,-1878330000.0
Net Borrowings,-1226750000.0,-1324880000.0,-5650570000.0,-789190000.0
Total Cash From Financing Activities,-1605690000.0,110130000.0,-6514010000.0,-1898190000.0
Change To Operating Activities,2648300000.0,-3977280000.0,5001110000.0,1089270000.0
Issuance Of Stock,84050000.0,4110270000.0,4110270000.0,4110270000.0
Net Income,8820940000.0,7590570000.0,4997030000.0,3580130000.0
Change In Cash,655570000.0,-68970000.0,1708270000.0,-152080000.0
Total Cash From Operating Activities,12382180000.0,2443360000.0,12299560000.0,3624440000.0
Depreciation,1851950000.0,1590330000.0,1396240000.0,1288330000.0
Other Cashflows From Investing Activities,164690000.0,245540000.0,92290000.0,-104340000.0
Change To Inventory,-586120000.0,708310000.0,-6300870000.0,1542550000.0
Change To Account Receivables,254860000.0,-1752200000.0,-1450160000.0,-1656750000.0
Other Cashflows From Financing Activities,-462990000.0,-1188130000.0,-834690000.0,-967880000.0
Change To Netincome,-762240000.0,-531950000.0,2817820000.0,2133150000.0
Capital Expenditures,-1870140000.0,-2900980000.0,-2834530000.0,-1988380000.0
Dividends Paid,,-1487130000.0,-28750000.0,-141120000.0
