,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-298344527000.0,-250657653000.0,-203349924000.0,-147988041000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-192027068000.0,-169868969000.0,-135528637000.0,-89098107000.0
Total Cash From Financing Activities,26493000.0,-1984803000.0,-2410618000.0,-2212518000.0
Issuance Of Stock,26493000.0,14790000.0,14790000.0,14790000.0
Net Income,14558494000.0,14221831000.0,13267964000.0,11503922000.0
Change In Cash,46769936000.0,21137238000.0,-3206050000.0,12640534000.0
Effect Of Exchange Rate,-5932000.0,5128000.0,4585000.0,1463000.0
Total Cash From Operating Activities,238776443000.0,192985882000.0,134728620000.0,103949696000.0
Depreciation,617133000.0,900309000.0,916978000.0,593054000.0
Other Cashflows From Investing Activities,106913088000.0,83465549000.0,69228922000.0,59878540000.0
Change To Netincome,223223969000.0,177863742000.0,120543678000.0,91852720000.0
Capital Expenditures,-1045207000.0,-809928000.0,-1423879000.0,-1074352000.0
Dividends Paid,,-1999592000.0,-1999512000.0,-1500000000.0
Other Cashflows From Financing Activities,,-1000.0,-411106000.0,-712518000.0
