,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-7107300000.0,-1026800000.0,22200000.0,-36000000.0
Change To Liabilities,693300000.0,-1385600000.0,3924600000.0,5510300000.0
Total Cashflows From Investing Activities,-8552200000.0,-5508900000.0,-2765500000.0,-3252000000.0
Net Borrowings,-20608300000.0,4855800000.0,-1576000000.0,-1831700000.0
Total Cash From Financing Activities,-2692500000.0,1164600000.0,-2664300000.0,-2468900000.0
Change To Operating Activities,698800000.0,205500000.0,-1381600000.0,-1100500000.0
Issuance Of Stock,22387900000.0,72300000.0,9300000.0,11800000.0
Net Income,-6725100000.0,-1630100000.0,3212200000.0,1177900000.0
Change In Cash,-206700000.0,2096100000.0,-153700000.0,230300000.0
Total Cash From Operating Activities,11038000000.0,6440400000.0,5276100000.0,5951200000.0
Depreciation,9627500000.0,8715300000.0,2664700000.0,2622700000.0
Other Cashflows From Investing Activities,24400000.0,3300000.0,4100000.0,55200000.0
Change To Inventory,6111400000.0,-4315600000.0,-3534300000.0,-2599500000.0
Change To Account Receivables,1024300000.0,-630700000.0,54200000.0,-1050300000.0
Other Cashflows From Financing Activities,-4472100000.0,-3763500000.0,-1097600000.0,-649000000.0
Change To Netincome,-392200000.0,5343800000.0,177700000.0,1208100000.0
Capital Expenditures,-1612600000.0,-3184400000.0,-2867200000.0,-3390900000.0
