,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-6419130000.0,-1595190000.0,-778230000.0,-2720060000.0
Change To Liabilities,1916820000.0,-4600410000.0,564570000.0,4879820000.0
Total Cashflows From Investing Activities,-15110580000.0,-11322380000.0,-11750860000.0,-8141570000.0
Net Borrowings,6590710000.0,870800000.0,7520750000.0,-37550000.0
Total Cash From Financing Activities,5782950000.0,-3814230000.0,3676460000.0,-3144240000.0
Change To Operating Activities,1761360000.0,1126130000.0,-430930000.0,-323280000.0
Net Income,-1263810000.0,3498320000.0,10321730000.0,7624440000.0
Change In Cash,872570000.0,264090000.0,832290000.0,-693240000.0
Total Cash From Operating Activities,10200200000.0,15219500000.0,9114680000.0,9673620000.0
Depreciation,6121600000.0,5333570000.0,5048250000.0,4530720000.0
Other Cashflows From Investing Activities,214040000.0,-152540000.0,344880000.0,262260000.0
Change To Inventory,-592390000.0,1099660000.0,-4847770000.0,-2846860000.0
Change To Account Receivables,750800000.0,6982040000.0,-2032520000.0,-5688410000.0
Other Cashflows From Financing Activities,-807760000.0,-1891490000.0,-1516350000.0,-1011550000.0
Change To Netincome,1505820000.0,1680380000.0,407980000.0,1420970000.0
Capital Expenditures,-9142620000.0,-9617610000.0,-11770960000.0,-5849710000.0
Effect Of Exchange Rate,,181200000.0,-207990000.0,918950000.0
Dividends Paid,,-2793540000.0,-2327940000.0,-2095140000.0
