,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,46930000000.0,9970000000.0,25030000000.0,222070000000.0
Change To Liabilities,2350000000.0,-33910000000.0,52360000000.0,1010000000.0
Total Cashflows From Investing Activities,-67500000000.0,-58940000000.0,-105300000000.0,153960000000.0
Net Borrowings,-25590000000.0,-86740000000.0,76990000000.0,-172690000000.0
Total Cash From Financing Activities,-175650000000.0,-155470000000.0,-102420000000.0,-392550000000.0
Net Income,116020000000.0,-66640000000.0,70650000000.0,103420000000.0
Change In Cash,-2630000000.0,-21740000000.0,29180000000.0,-64090000000.0
Effect Of Exchange Rate,720000000.0,-310000000.0,-640000000.0,840000000.0
Total Cash From Operating Activities,239800000000.0,192980000000.0,237540000000.0,173660000000.0
Depreciation,76620000000.0,92160000000.0,82780000000.0,63660000000.0
Other Cashflows From Investing Activities,-46800000000.0,8110000000.0,8590000000.0,13440000000.0
Dividends Paid,-35190000000.0,-14440000000.0,-80760000000.0,-83010200000.0
Change To Inventory,14090000000.0,19900000000.0,-4180000000.0,-22150000000.0
Change To Account Receivables,-32150000000.0,4620000000.0,-26900000000.0,-16850000000.0
Other Cashflows From Financing Activities,-114870000000.0,-54290000000.0,-97250000000.0,-69370000000.0
Change To Netincome,62870000000.0,176530000000.0,62480000000.0,54050000000.0
Capital Expenditures,-68860000000.0,-78140000000.0,-89420000000.0,-73340000000.0
Issuance Of Stock,,,40000000.0,340000000.0
Repurchase Of Stock,,,-1440000000.0,-2020000000.0
Change To Operating Activities,,,,-9760000000.0
