,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-2528600000.0,-1029800000.0,-16800000.0,-2096200000.0
Change To Liabilities,2967200000.0,-3271600000.0,2163500000.0,536300000.0
Total Cashflows From Investing Activities,-4324500000.0,-3657700000.0,-1838300000.0,-3050300000.0
Net Borrowings,-72000000.0,-541100000.0,-111700000.0,-540100000.0
Total Cash From Financing Activities,-1218500000.0,-1705900000.0,-522100000.0,-882300000.0
Change To Operating Activities,601700000.0,260900000.0,-54600000.0,-54600000.0
Net Income,2909700000.0,3676400000.0,4198000000.0,3884900000.0
Change In Cash,948900000.0,-265900000.0,21600000.0,430800000.0
Total Cash From Operating Activities,6491900000.0,5097700000.0,2382000000.0,4009600000.0
Depreciation,1938600000.0,1585100000.0,1482100000.0,1376600000.0
Other Cashflows From Investing Activities,580800000.0,570700000.0,617000000.0,389800000.0
Dividends Paid,-1094100000.0,-937300000.0,-281900000.0,-198800000.0
Change To Inventory,-398300000.0,1664200000.0,-3138300000.0,-623200000.0
Change To Account Receivables,-655300000.0,1577900000.0,-1498100000.0,-777100000.0
Other Cashflows From Financing Activities,-52400000.0,-227500000.0,-128500000.0,-143400000.0
Change To Netincome,-872800000.0,-397200000.0,-773500000.0,-392900000.0
Capital Expenditures,-2376900000.0,-3202500000.0,-2438500000.0,-1379600000.0
