,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-75100000.0,-1162900000.0,669600000.0,-1517800000.0
Change To Liabilities,314200000.0,-1499500000.0,688900000.0,1463600000.0
Total Cashflows From Investing Activities,154500000.0,-2139100000.0,162400000.0,-1339900000.0
Net Borrowings,-4733200000.0,1720300000.0,557500000.0,47000000.0
Total Cash From Financing Activities,-8731600000.0,-4122700000.0,-5250500000.0,-4695600000.0
Change To Operating Activities,-11700000.0,-410000000.0,-2640100000.0,1582000000.0
Net Income,6350300000.0,7056100000.0,7426100000.0,7118200000.0
Change In Cash,-598700000.0,-139900000.0,431400000.0,283700000.0
Effect Of Exchange Rate,91600000.0,114900000.0,-12800000.0,200000.0
Total Cash From Operating Activities,7886800000.0,6007000000.0,5532300000.0,6319000000.0
Depreciation,1271900000.0,1193400000.0,1076400000.0,910700000.0
Other Cashflows From Investing Activities,1371300000.0,1395100000.0,947200000.0,1095400000.0
Dividends Paid,-3880800000.0,-5681100000.0,-5681100000.0,-4638700000.0
Change To Inventory,127500000.0,556500000.0,-884700000.0,254200000.0
Change To Account Receivables,581800000.0,1485900000.0,487300000.0,-3691600000.0
Other Cashflows From Financing Activities,-117600000.0,-161900000.0,-126900000.0,-103900000.0
Change To Netincome,-747200000.0,-2387800000.0,-656200000.0,-1351200000.0
Capital Expenditures,-779900000.0,-2581600000.0,-2830200000.0,-1910400000.0
