,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,112700000.0,-1271700000.0,-357900000.0,-718900000.0
Change To Liabilities,11135300000.0,224600000.0,5088900000.0,5778600000.0
Total Cashflows From Investing Activities,-8823700000.0,-10901500000.0,-11036300000.0,-10951700000.0
Net Borrowings,5344300000.0,19285700000.0,25073200000.0,11410300000.0
Total Cash From Financing Activities,2527000000.0,16191700000.0,22097700000.0,8965400000.0
Change To Operating Activities,-14908200000.0,-11372900000.0,-20579500000.0,-9867900000.0
Net Income,5942600000.0,6246200000.0,7046700000.0,6523500000.0
Change In Cash,5216200000.0,9024500000.0,1882000000.0,1557800000.0
Total Cash From Operating Activities,11512900000.0,3734300000.0,-9179400000.0,3544100000.0
Depreciation,5648200000.0,4970900000.0,4104200000.0,3456100000.0
Other Cashflows From Investing Activities,290400000.0,279000000.0,260900000.0,31400000.0
Dividends Paid,-997700000.0,-1662800000.0,-1662800000.0,-1567800000.0
Change To Inventory,-1789600000.0,1031000000.0,-2354200000.0,1057100000.0
Change To Account Receivables,3989200000.0,1303700000.0,-4825400000.0,-3484600000.0
Other Cashflows From Financing Activities,-1819600000.0,-1431200000.0,-1312700000.0,-877100000.0
Change To Netincome,1495400000.0,741700000.0,2027000000.0,-198600000.0
Capital Expenditures,-9279800000.0,-8228800000.0,-10094500000.0,-10353900000.0
