,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-18274600000.0,-18723200000.0,19358900000.0,-12625300000.0
Change To Liabilities,21365600000.0,-3106300000.0,629800000.0,1090600000.0
Total Cashflows From Investing Activities,-22893200000.0,-28191400000.0,12976300000.0,-18582100000.0
Net Borrowings,1006900000.0,-2142800000.0,836100000.0,-327200000.0
Total Cash From Financing Activities,-18518200000.0,-26018000000.0,-22524000000.0,-21024500000.0
Change To Operating Activities,1177800000.0,3587200000.0,-4037400000.0,2177200000.0
Issuance Of Stock,78300000.0,1200000.0,19800000.0,26600000.0
Net Income,29177500000.0,36381100000.0,34440900000.0,37204000000.0
Change In Cash,-306900000.0,971900000.0,775100000.0,565500000.0
Total Cash From Operating Activities,41104500000.0,55181300000.0,10322700000.0,40172100000.0
Depreciation,7151200000.0,7126100000.0,5493200000.0,5317600000.0
Other Cashflows From Investing Activities,1119800000.0,3409800000.0,3371300000.0,2258200000.0
Dividends Paid,-19183000000.0,-19374400000.0,-19286000000.0,-16975000000.0
Change To Inventory,-5069500000.0,-327900000.0,-2868600000.0,-2541000000.0
Change To Account Receivables,-8096700000.0,11801600000.0,-13181400000.0,1247800000.0
Other Cashflows From Financing Activities,-420400000.0,-4502000000.0,-4093900000.0,-3748900000.0
Change To Netincome,-4601400000.0,-1612000000.0,-10905000000.0,-4756300000.0
Capital Expenditures,-5810200000.0,-12878000000.0,-9795600000.0,-8241600000.0
