,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,10070000.0,10070000.0,163200000.0,59387000.0
Change To Liabilities,3967993000.0,-4231873000.0,1000689000.0,3371573000.0
Total Cashflows From Investing Activities,-439808000.0,-257719000.0,-981786000.0,-681401000.0
Net Borrowings,251720000.0,-4972815000.0,-4972815000.0,-4972815000.0
Total Cash From Financing Activities,-3108140000.0,824741000.0,-69907000.0,-9703761000.0
Net Income,6807718000.0,76720227000.0,-102930000.0,-56376965000.0
Change In Cash,-1075294000.0,-42233000.0,1201286000.0,-593786000.0
Total Cash From Operating Activities,2472654000.0,-609254000.0,2252979000.0,9791376000.0
Depreciation,1332509000.0,1355596000.0,1379818000.0,1420910000.0
Other Cashflows From Investing Activities,-245159000.0,-64711000.0,-1210338000.0,-731431000.0
Dividends Paid,-577000.0,-577000.0,-577000.0,-577000.0
Change To Inventory,-10087500000.0,-937636000.0,-705621000.0,478572000.0
Change To Account Receivables,-1195615000.0,4311000.0,-706720000.0,4680487000.0
Other Cashflows From Financing Activities,-3359283000.0,-749944000.0,-69907000.0,-9703761000.0
Change To Netincome,1647549000.0,-73522019000.0,1382528000.0,56209763000.0
Capital Expenditures,-213406000.0,-193008000.0,-140122000.0,-103459000.0
Issuance Of Stock,,2047500000.0,2047500000.0,2047500000.0
