,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,88824900000.0,35014000000.0,-40408300000.0,-15513600000.0
Change To Liabilities,3866700000.0,-21670100000.0,24435700000.0,6326200000.0
Total Cashflows From Investing Activities,3388700000.0,10328400000.0,-78964600000.0,-77469400000.0
Net Borrowings,-5508100000.0,49537200000.0,-586700000.0,-14778100000.0
Total Cash From Financing Activities,-84554000000.0,-47908700000.0,-108848400000.0,-135642200000.0
Change To Operating Activities,15025100000.0,-61772900000.0,-90377500000.0,80143100000.0
Net Income,126998900000.0,167141900000.0,174630700000.0,70385600000.0
Change In Cash,24433200000.0,12192100000.0,-24257800000.0,-1962400000.0
Total Cash From Operating Activities,105598500000.0,49772400000.0,163555200000.0,211149200000.0
Depreciation,36314700000.0,33570100000.0,36087600000.0,33185800000.0
Other Cashflows From Investing Activities,24439200000.0,31207400000.0,31443700000.0,23337200000.0
Dividends Paid,-77063600000.0,-73938800000.0,-81128900000.0,-102196400000.0
Change To Inventory,-23294900000.0,-10340500000.0,8599200000.0,24812200000.0
Change To Account Receivables,-52149000000.0,-89096700000.0,7592500000.0,38789300000.0
Other Cashflows From Financing Activities,-1982300000.0,-23507100000.0,-16632900000.0,-18667700000.0
Change To Netincome,-1166200000.0,31937900000.0,2558100000.0,-42528000000.0
Capital Expenditures,-110152000000.0,-56202700000.0,-70569500000.0,-85293000000.0
Repurchase Of Stock,,,-10499900000.0,-10499900000.0
