,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,2250000000.0,920000000.0,200000000.0,-3325000000.0
Change To Liabilities,1074097000.0,-482297000.0,-1000405000.0,2269279000.0
Total Cashflows From Investing Activities,4185916000.0,-568433000.0,-1534525000.0,-1041908000.0
Net Borrowings,-149838000.0,-150520000.0,-4060000.0,-6060000.0
Total Cash From Financing Activities,-6961393000.0,-4276215000.0,-3583592000.0,-3066348000.0
Change To Operating Activities,850776000.0,1600643000.0,552662000.0,-111443000.0
Net Income,3581473000.0,932046000.0,4453930000.0,3507258000.0
Change In Cash,3003777000.0,60349000.0,-1023252000.0,619710000.0
Total Cash From Operating Activities,5779254000.0,4904997000.0,4094865000.0,4727966000.0
Depreciation,702501000.0,728978000.0,388375000.0,340936000.0
Other Cashflows From Investing Activities,553053000.0,35552000.0,697837000.0,792210000.0
Dividends Paid,-6776241000.0,-3388121000.0,-2964606000.0,-2541091000.0
Change To Inventory,-467930000.0,-677167000.0,136898000.0,-743859000.0
Change To Account Receivables,-999342000.0,-497000.0,268919000.0,231603000.0
Other Cashflows From Financing Activities,-35314000.0,-737574000.0,-614926000.0,-519197000.0
Change To Netincome,947344000.0,2705492000.0,-803046000.0,-804730000.0
Capital Expenditures,-442266000.0,-1558981000.0,-2912814000.0,-4033841000.0
