,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-11485000000.0,2043000000.0,-534000000.0,1946470000.0
Change To Liabilities,2534000000.0,1905000000.0,1076000000.0,1104170000.0
Total Cashflows From Investing Activities,-8723000000.0,-2888000000.0,-7106000000.0,-4049110000.0
Net Borrowings,-9858000000.0,-1860000000.0,2348000000.0,3018290000.0
Total Cash From Financing Activities,-3401000000.0,-9095000000.0,-2147000000.0,-1084980000.0
Change To Operating Activities,2994000000.0,-305000000.0,1378000000.0,198630000.0
Issuance Of Stock,11701000000.0,11701000000.0,11701000000.0,83250000.0
Net Income,1504000000.0,4549000000.0,2360000000.0,1174180000.0
Change In Cash,445000000.0,945000000.0,-201000000.0,235510000.0
Total Cash From Operating Activities,12734000000.0,12929000000.0,9052000000.0,5369600000.0
Depreciation,5506000000.0,5944000000.0,3766000000.0,3433020000.0
Other Cashflows From Investing Activities,218000000.0,155000000.0,148000000.0,209370000.0
Dividends Paid,-383000000.0,-1287000000.0,-837000000.0,-1008370000.0
Change To Inventory,-946000000.0,-1531000000.0,-189000000.0,-989750000.0
Change To Account Receivables,-5303000000.0,-773000000.0,-2725000000.0,-2366510000.0
Other Cashflows From Financing Activities,-4861000000.0,-5948000000.0,-3658000000.0,-3178150000.0
Change To Netincome,6220000000.0,2887000000.0,3197000000.0,2658580000.0
Capital Expenditures,-2955000000.0,-5130000000.0,-6789000000.0,-6213880000.0
