,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-11841600000.0,12127500000.0,13848200000.0,-10355000000.0
Change To Liabilities,-689200000.0,843400000.0,795800000.0,-250600000.0
Total Cashflows From Investing Activities,-141426700000.0,-7504200000.0,-44241500000.0,-38458400000.0
Net Borrowings,53727500000.0,41632200000.0,-2109200000.0,-1994100000.0
Total Cash From Financing Activities,35138500000.0,-42556300000.0,23133400000.0,-18890300000.0
Change To Operating Activities,2056900000.0,11269000000.0,-10552200000.0,8345700000.0
Net Income,49943000000.0,37631300000.0,39902200000.0,36736200000.0
Change In Cash,-29944900000.0,23972700000.0,39747100000.0,-1267300000.0
Total Cash From Operating Activities,75557800000.0,74018100000.0,60294000000.0,56081400000.0
Depreciation,20847200000.0,16581000000.0,13535500000.0,11772700000.0
Other Cashflows From Investing Activities,20246000000.0,16061200000.0,-14042400000.0,4171300000.0
Dividends Paid,-2300000.0,-6999300000.0,-4184800000.0,-2691600000.0
Change To Inventory,-235800000.0,-446500000.0,-2569200000.0,448700000.0
Change To Account Receivables,2952000000.0,-1756600000.0,12642600000.0,-15614700000.0
Other Cashflows From Financing Activities,-18586700000.0,-57465200000.0,29427400000.0,-14204600000.0
Change To Netincome,415500000.0,9476700000.0,5998500000.0,14412800000.0
Capital Expenditures,-23517000000.0,-36214100000.0,-29404900000.0,-27321500000.0
Repurchase Of Stock,,-19600000000.0,-19600000000.0,-19600000000.0
