,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-11802000000.0,-17619040000.0,-8804460000.0,87434000000.0
Change To Liabilities,134001200000.0,70161510000.0,94410710000.0,58752350000.0
Total Cashflows From Investing Activities,-390897700000.0,-534983140000.0,-373317220000.0,-671112180000.0
Net Borrowings,-3881200000.0,-34207590000.0,-31322050000.0,239709530000.0
Total Cash From Financing Activities,-82578100000.0,-177677640000.0,-233244970000.0,99093610000.0
Change To Operating Activities,10240000000.0,-7502600000.0,-123243320000.0,-31262480000.0
Net Income,162486900000.0,109071480000.0,305460400000.0,221059280000.0
Change In Cash,-1954400000.0,7075670000.0,10014720000.0,-966850000.0
Effect Of Exchange Rate,-492500000.0,3392670000.0,2000920000.0,3130770000.0
Total Cash From Operating Activities,472013900000.0,716343780000.0,614575990000.0,567920950000.0
Depreciation,307062900000.0,332334870000.0,299988930000.0,293790070000.0
Other Cashflows From Investing Activities,48101600000.0,28475900000.0,61381290000.0,59199620000.0
Dividends Paid,-30962900000.0,-82972420000.0,-100860230000.0,-94958850000.0
Change To Inventory,-116818800000.0,9569060000.0,-46817850000.0,-7510350000.0
Change To Account Receivables,-66660400000.0,61446520000.0,-22516440000.0,-17436970000.0
Other Cashflows From Financing Activities,-47734000000.0,-60335620000.0,-60708630000.0,-45657070000.0
Change To Netincome,41695300000.0,140294700000.0,106315620000.0,50507710000.0
Capital Expenditures,-430005300000.0,-549849260000.0,-427922230000.0,-449426650000.0
Repurchase Of Stock,,-162010000.0,-40354060000.0,-40354060000.0
