,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,7855600000.0,-29652600000.0,4104900000.0,245500000.0
Change To Liabilities,1446800000.0,-298200000.0,1459900000.0,548000000.0
Total Cashflows From Investing Activities,-11100000000.0,-46565600000.0,-9583700000.0,-8970800000.0
Net Borrowings,-1359000000.0,-7315600000.0,2599800000.0,-10790600000.0
Total Cash From Financing Activities,-1795000000.0,33574200000.0,2089800000.0,1996200000.0
Change To Operating Activities,531000000.0,-524900000.0,-205700000.0,-728300000.0
Net Income,10994900000.0,13010800000.0,9025400000.0,8062600000.0
Change In Cash,856400000.0,-190000000.0,574500000.0,344800000.0
Total Cash From Operating Activities,13751400000.0,12801400000.0,8068400000.0,7299900000.0
Depreciation,4141600000.0,3744100000.0,2124900000.0,1590000000.0
Other Cashflows From Investing Activities,1319800000.0,147200000.0,395000000.0,363300000.0
Change To Inventory,-3008800000.0,-3387500000.0,-4452000000.0,-2122300000.0
Change To Account Receivables,-240300000.0,448200000.0,-308700000.0,-125100000.0
Other Cashflows From Financing Activities,-436000000.0,-978700000.0,-510000000.0,-800000000.0
Change To Netincome,-113800000.0,-191100000.0,424600000.0,75000000.0
Capital Expenditures,-20294200000.0,-17121700000.0,-14168000000.0,-9156300000.0
Issuance Of Stock,,41868500000.0,41868500000.0,13586800000.0
