,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-330000000.0,-1185700000.0,-425400000.0,-995500000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-89729500000.0,-107334900000.0,-187274500000.0,-257014500000.0
Net Borrowings,-46262800000.0,-17445000000.0,132939800000.0,119701200000.0
Total Cash From Financing Activities,-205210500000.0,-188058400000.0,-24307800000.0,12846800000.0
Change To Operating Activities,-38389900000.0,9063400000.0,-38809600000.0,-9308500000.0
Net Income,120364600000.0,110594000000.0,100335200000.0,82040000000.0
Change In Cash,-3623600000.0,11993000000.0,21129300000.0,-17066500000.0
Total Cash From Operating Activities,293121500000.0,307386300000.0,232711600000.0,227101200000.0
Depreciation,120391900000.0,116070400000.0,105409500000.0,92309900000.0
Other Cashflows From Investing Activities,9911500000.0,7660200000.0,37555400000.0,5181400000.0
Dividends Paid,-68219900000.0,-44259200000.0,-45148700000.0,-30343300000.0
Change To Inventory,364600000.0,-1813600000.0,-1823000000.0,-1634600000.0
Change To Account Receivables,12975200000.0,-2909500000.0,-13792900000.0,-5238300000.0
Other Cashflows From Financing Activities,-90727800000.0,-126354200000.0,-112098900000.0,-76511100000.0
Change To Netincome,77415100000.0,76381600000.0,81392400000.0,68932700000.0
Capital Expenditures,-93635500000.0,-113671200000.0,-224506600000.0,-261798600000.0
