,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,71930000000.0,4700000000.0,19960000000.0,46200000000.0
Change To Liabilities,580000000.0,3130000000.0,2270000000.0,1240000000.0
Total Cashflows From Investing Activities,-24350000000.0,-26480000000.0,-10920000000.0,23960000000.0
Net Borrowings,65190000000.0,-19280000000.0,25360000000.0,-79000000000.0
Total Cash From Financing Activities,-96970000000.0,-20980000000.0,-96300000000.0,-186120000000.0
Change To Operating Activities,1950000000.0,-9340000000.0,6210000000.0,-1160000000.0
Net Income,79800000000.0,68050000000.0,79560000000.0,92760000000.0
Change In Cash,-15650000000.0,18750000000.0,-19410000000.0,-64160000000.0
Total Cash From Operating Activities,105670000000.0,66210000000.0,87810000000.0,98000000000.0
Depreciation,25290000000.0,22750000000.0,18770000000.0,14770000000.0
Other Cashflows From Investing Activities,-72010000000.0,5000000000.0,2530000000.0,4990000000.0
Dividends Paid,-159720000000.0,-159720000000.0,-17690000000.0,-104690000000.0
Change To Inventory,4110000000.0,-2910000000.0,-1650000000.0,5570000000.0
Change To Account Receivables,-260000000.0,-2050000000.0,-120000000.0,-480000000.0
Other Cashflows From Financing Activities,-2440000000.0,-1700000000.0,-19460000000.0,-2430000000.0
Change To Netincome,-5820000000.0,-13460000000.0,-17290000000.0,-14760000000.0
Capital Expenditures,-24810000000.0,-36370000000.0,-34000000000.0,-27330000000.0
