,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-5026900000.0,363200000.0,-1786500000.0,-481900000.0
Change To Liabilities,2322200000.0,-330000000.0,-1077700000.0,179200000.0
Total Cashflows From Investing Activities,-4957300000.0,89000000.0,-1682900000.0,-330500000.0
Net Borrowings,1181000000.0,-3087900000.0,-3087900000.0,-3087900000.0
Total Cash From Financing Activities,-961700000.0,-5127700000.0,-1861500000.0,-1754700000.0
Change To Operating Activities,445200000.0,126400000.0,555900000.0,210900000.0
Issuance Of Stock,72700000.0,51500000.0,37500000.0,7300000.0
Net Income,6166500000.0,4963900000.0,4013900000.0,3237900000.0
Change In Cash,2383900000.0,-929500000.0,-555100000.0,1068900000.0
Total Cash From Operating Activities,8302900000.0,4109200000.0,2989300000.0,3154100000.0
Depreciation,278000000.0,250500000.0,111300000.0,109100000.0
Other Cashflows From Investing Activities,267300000.0,208500000.0,259100000.0,284500000.0
Dividends Paid,-1873900000.0,-1505500000.0,-1311700000.0,-1128500000.0
Change To Inventory,-550300000.0,-1112300000.0,-491400000.0,-298900000.0
Change To Account Receivables,-772400000.0,595100000.0,-194400000.0,-1024200000.0
Other Cashflows From Financing Activities,-341500000.0,-585800000.0,-587300000.0,-633500000.0
Change To Netincome,394800000.0,-401800000.0,54100000.0,723100000.0
Capital Expenditures,-201800000.0,-494000000.0,-159500000.0,-134600000.0
