,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,9564600000.0,-329700000.0,3805100000.0,-1162000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,8605200000.0,-1489100000.0,4567700000.0,458800000.0
Net Borrowings,437282900000.0,365446700000.0,385837400000.0,306188700000.0
Total Cash From Financing Activities,421133400000.0,339262000000.0,355425900000.0,282438500000.0
Change To Operating Activities,-543738800000.0,-416993900000.0,-425279400000.0,-391241200000.0
Issuance Of Stock,5584000000.0,5584000000.0,5584000000.0,5584000000.0
Net Income,83782400000.0,49722700000.0,57413800000.0,44505200000.0
Change In Cash,-5384700000.0,13357200000.0,1335600000.0,-42200800000.0
Total Cash From Operating Activities,-435123300000.0,-324415700000.0,-358658000000.0,-325098100000.0
Depreciation,81200000.0,84800000.0,67700000.0,62900000.0
Dividends Paid,-21724100000.0,-21724100000.0,-25156300000.0,-19718700000.0
Other Cashflows From Financing Activities,-9400000.0,-4460600000.0,-5255200000.0,-4031500000.0
Change To Netincome,24724500000.0,42737700000.0,9124700000.0,21568600000.0
Capital Expenditures,-953400000.0,-1133000000.0,-972500000.0,-808800000.0
Other Cashflows From Investing Activities,,,1784500000.0,2480600000.0
