,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,13732700000.0,-17019200000.0,17524400000.0,-6768300000.0
Change To Liabilities,3814600000.0,-2101100000.0,-8544600000.0,3830400000.0
Total Cashflows From Investing Activities,5362200000.0,-25888400000.0,-6812500000.0,-33708100000.0
Net Borrowings,-44896400000.0,-31229900000.0,-2372000000.0,5876200000.0
Total Cash From Financing Activities,-59804800000.0,-57151400000.0,-27305200000.0,-15392600000.0
Change To Operating Activities,31691900000.0,12259400000.0,-2747000000.0,1816600000.0
Net Income,29038200000.0,37649300000.0,26654200000.0,20957000000.0
Change In Cash,5964200000.0,-13856900000.0,-8441500000.0,-7359100000.0
Repurchase Of Stock,-559500000.0,-2124800000.0,-6088200000.0,-6754500000.0
Effect Of Exchange Rate,-1296900000.0,3635200000.0,3256500000.0,1472800000.0
Total Cash From Operating Activities,61703700000.0,65547700000.0,21964500000.0,39071500000.0
Depreciation,20295600000.0,20084800000.0,17229300000.0,14778700000.0
Other Cashflows From Investing Activities,2093600000.0,3946400000.0,7067200000.0,5475300000.0
Dividends Paid,-15594700000.0,-13791900000.0,-4801800000.0,-7981400000.0
Change To Inventory,-10802900000.0,2567700000.0,-7090000000.0,-40000000.0
Change To Account Receivables,937300000.0,-3740500000.0,-8578400000.0,-7730100000.0
Other Cashflows From Financing Activities,1245800000.0,-10004800000.0,-14047000000.0,-6542000000.0
Change To Netincome,-13774900000.0,-1614900000.0,4737800000.0,5239200000.0
Capital Expenditures,-11701300000.0,-15420000000.0,-32128200000.0,-19607800000.0
Issuance Of Stock,,,3800000.0,9100000.0
