,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,4110000000.0,-214000000.0,-2282000000.0,-4391000000.0
Change To Liabilities,2861000000.0,1576000000.0,398000000.0,2501000000.0
Total Cashflows From Investing Activities,-22660000000.0,-4923000000.0,-7727000000.0,-14883000000.0
Net Borrowings,6094000000.0,-19165000000.0,-15182000000.0,882000000.0
Total Cash From Financing Activities,-298000000.0,-25159000000.0,-21326000000.0,-4440000000.0
Change To Operating Activities,-3258000000.0,4821000000.0,4122000000.0,-3433000000.0
Issuance Of Stock,269000000.0,4000000.0,4000000.0,1000000.0
Net Income,17238000000.0,19498000000.0,18795000000.0,9806000000.0
Change In Cash,12858000000.0,-266000000.0,-314000000.0,-1237000000.0
Repurchase Of Stock,-1193000000.0,-474000000.0,-535000000.0,-535000000.0
Effect Of Exchange Rate,113000000.0,-25000000.0,35000000.0,57000000.0
Total Cash From Operating Activities,35703000000.0,29841000000.0,28704000000.0,18029000000.0
Depreciation,12796000000.0,12472000000.0,12190000000.0,11710000000.0
Other Cashflows From Investing Activities,1220000000.0,1016000000.0,781000000.0,412000000.0
Dividends Paid,-4147000000.0,-3314000000.0,-3320000000.0,-3317000000.0
Change To Inventory,-9881000000.0,-1487000000.0,-4480000000.0,-287000000.0
Change To Account Receivables,2081000000.0,-12446000000.0,1797000000.0,-2097000000.0
Other Cashflows From Financing Activities,-1321000000.0,-2210000000.0,-2289000000.0,-2006000000.0
Change To Netincome,13866000000.0,5407000000.0,-4118000000.0,-171000000.0
Capital Expenditures,-9741000000.0,-4846000000.0,-6955000000.0,-9291000000.0
