,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,32897000000.0,-3686000000.0,22886000000.0,-13035000000.0
Change To Liabilities,79000000.0,-1256000000.0,-64000000.0,-167000000.0
Total Cashflows From Investing Activities,17971000000.0,-10122000000.0,15993000000.0,-18557000000.0
Net Borrowings,5108000000.0,20471000000.0,20471000000.0,20471000000.0
Total Cash From Financing Activities,-93762000000.0,-11854000000.0,-47941000000.0,-35542000000.0
Change To Operating Activities,-7898000000.0,-2241000000.0,10000000.0,1211000000.0
Issuance Of Stock,84000000.0,84000000.0,6000000.0,6000000.0
Net Income,37790000000.0,32987000000.0,24938000000.0,24937000000.0
Change In Cash,-978000000.0,1175000000.0,-362000000.0,-19405000000.0
Total Cash From Operating Activities,74811000000.0,23151000000.0,31586000000.0,34694000000.0
Depreciation,27246000000.0,12483000000.0,10616000000.0,11755000000.0
Other Cashflows From Investing Activities,4592000000.0,852000000.0,1404000000.0,3966000000.0
Dividends Paid,-59854000000.0,-25701000000.0,-39752000000.0,-29579000000.0
Change To Account Receivables,24251000000.0,-1873000000.0,-2599000000.0,82000000.0
Other Cashflows From Financing Activities,-39100000000.0,-6585000000.0,-8195000000.0,-5969000000.0
Change To Netincome,-6817000000.0,-17026000000.0,-1357000000.0,-3170000000.0
Capital Expenditures,-21184000000.0,-8298000000.0,-9559000000.0,-10724000000.0
Repurchase Of Stock,,-39000000.0,-39000000.0,-39000000.0
