,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-99500000.0,-150000000.0,-134400000.0,-101100000.0
Change To Liabilities,3292600000.0,-954700000.0,172000000.0,194100000.0
Total Cashflows From Investing Activities,-17790400000.0,-19208500000.0,-12021000000.0,-4899600000.0
Net Borrowings,752500000.0,14087900000.0,7862900000.0,-4731400000.0
Total Cash From Financing Activities,-636400000.0,11935800000.0,6528700000.0,-7929800000.0
Issuance Of Stock,15900000.0,15900000.0,15900000.0,15900000.0
Net Income,7836400000.0,6041400000.0,5107200000.0,5641800000.0
Change In Cash,496800000.0,208300000.0,2434000000.0,-1587200000.0
Total Cash From Operating Activities,18923600000.0,7481000000.0,7926300000.0,11242200000.0
Depreciation,3565600000.0,3061900000.0,2909800000.0,2822400000.0
Other Cashflows From Investing Activities,-31600000.0,136100000.0,137900000.0,146800000.0
Dividends Paid,-708400000.0,-1296900000.0,-707400000.0,-707500000.0
Change To Inventory,475400000.0,-858000000.0,1700000.0,153200000.0
Change To Account Receivables,1299700000.0,-1121400000.0,-1148400000.0,1211800000.0
Other Cashflows From Financing Activities,-696400000.0,-855200000.0,-626800000.0,-809700000.0
Change To Netincome,2453900000.0,1208300000.0,794200000.0,1104500000.0
Capital Expenditures,-17670100000.0,-19201000000.0,-12069900000.0,-4961000000.0
Repurchase Of Stock,,,,-1681200000.0
