,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-21258190000.0,914770000.0,-980180000.0,-2569830000.0
Change To Liabilities,9220000.0,-67580000.0,54340000.0,85040000.0
Total Cashflows From Investing Activities,-20428850000.0,969740000.0,-591210000.0,-1494150000.0
Net Borrowings,-180560000.0,-188850000.0,710000.0,-880000.0
Total Cash From Financing Activities,18803780000.0,-1433540000.0,-781130000.0,-747830000.0
Change To Operating Activities,693860000.0,-343280000.0,741000000.0,829850000.0
Issuance Of Stock,19501890000.0,2580000.0,26490000.0,47560000.0
Net Income,14070810000.0,-2376230000.0,6036530000.0,5119830000.0
Change In Cash,1131440000.0,3037900000.0,1384570000.0,292560000.0
Total Cash From Operating Activities,2756510000.0,3501700000.0,2756910000.0,2534540000.0
Depreciation,454980000.0,435580000.0,201900000.0,278720000.0
Other Cashflows From Investing Activities,910690000.0,1112600000.0,653500000.0,1214280000.0
Change To Account Receivables,25130000.0,-81380000.0,-15160000.0,18650000.0
Other Cashflows From Financing Activities,-517550000.0,-269770000.0,-138620000.0,-126990000.0
Change To Netincome,-12541650000.0,5892380000.0,-4288300000.0,-3816310000.0
Capital Expenditures,-83270000.0,-264250000.0,-268330000.0,-141400000.0
Dividends Paid,,-977500000.0,-669710000.0,-667520000.0
Change To Inventory,,380000.0,7090000.0,1150000.0
