,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-299000000.0,285000000.0,-47459000000.0,116000000.0
Change To Liabilities,1709000000.0,564000000.0,-2259000000.0,3164000000.0
Total Cashflows From Investing Activities,-7225000000.0,-10123000000.0,-42387000000.0,-9737000000.0
Net Borrowings,-32107000000.0,-3489000000.0,23955000000.0,1574000000.0
Total Cash From Financing Activities,-25489000000.0,-10942000000.0,18846000000.0,515000000.0
Change To Operating Activities,641000000.0,-1084000000.0,-26000000.0,-1389000000.0
Net Income,21336000000.0,11766000000.0,18488000000.0,17758000000.0
Change In Cash,-905000000.0,3989000000.0,-8109000000.0,-29000000.0
Effect Of Exchange Rate,-42000000.0,79000000.0,79000000.0,79000000.0
Total Cash From Operating Activities,32930000000.0,25054000000.0,12819000000.0,9193000000.0
Depreciation,6935000000.0,6725000000.0,5818000000.0,5179000000.0
Other Cashflows From Investing Activities,508000000.0,330000000.0,536000000.0,500000000.0
Dividends Paid,-15000000.0,-7166000000.0,-3583000000.0,-3583000000.0
Change To Inventory,-4797000000.0,-1010000000.0,-1004000000.0,-5924000000.0
Change To Account Receivables,4315000000.0,2824000000.0,-6428000000.0,-9690000000.0
Other Cashflows From Financing Activities,6633000000.0,-287000000.0,-1526000000.0,-1059000000.0
Change To Netincome,2478000000.0,5029000000.0,-1938000000.0,3000000.0
Capital Expenditures,-8540000000.0,-9041000000.0,-10574000000.0,-10493000000.0
