,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-9286200000.0,-4453900000.0,1662200000.0,2304200000.0
Change To Liabilities,2124200000.0,-37400000.0,-109500000.0,2939600000.0
Total Cashflows From Investing Activities,-9985400000.0,-7413500000.0,-3163900000.0,-3572300000.0
Net Borrowings,1166500000.0,5837700000.0,-1057300000.0,3574200000.0
Total Cash From Financing Activities,-2717500000.0,791500000.0,-3789400000.0,845600000.0
Change To Operating Activities,-301200000.0,-1042800000.0,638300000.0,-863800000.0
Net Income,15850200000.0,11270700000.0,7605100000.0,6309400000.0
Change In Cash,-17200000.0,-731100000.0,823400000.0,800000.0
Effect Of Exchange Rate,36700000.0,40100000.0,-19800000.0,67100000.0
Total Cash From Operating Activities,12649000000.0,5850800000.0,7796500000.0,2660400000.0
Depreciation,2648200000.0,2436100000.0,1851700000.0,1372800000.0
Other Cashflows From Investing Activities,794300000.0,516800000.0,443200000.0,893900000.0
Dividends Paid,-3347800000.0,-3586800000.0,-1793400000.0,-1792900000.0
Change To Inventory,-4977000000.0,-2817400000.0,-373000000.0,-2356500000.0
Change To Account Receivables,-257600000.0,-2574400000.0,-1558500000.0,-5451700000.0
Other Cashflows From Financing Activities,-536200000.0,-1459400000.0,-938700000.0,-936300000.0
Change To Netincome,-2535400000.0,-1475500000.0,-337700000.0,653100000.0
Capital Expenditures,-1949100000.0,-3630900000.0,-5291600000.0,-6837500000.0
Issuance Of Stock,,,,600000.0
