,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-43308200000.0,25794500000.0,5652200000.0,-4754500000.0
Change To Liabilities,15882400000.0,1879200000.0,1173500000.0,1673300000.0
Total Cashflows From Investing Activities,-50862200000.0,-1636900000.0,-13861500000.0,-20138800000.0
Net Borrowings,451400000.0,-7207800000.0,3430400000.0,-1678500000.0
Total Cash From Financing Activities,-2496800000.0,-10323500000.0,421900000.0,-4525800000.0
Change To Operating Activities,2333300000.0,-1447400000.0,1120100000.0,2949700000.0
Net Income,12770600000.0,14225600000.0,11306000000.0,11316100000.0
Change In Cash,-10116700000.0,10765700000.0,-911100000.0,-534800000.0
Effect Of Exchange Rate,-3500000.0,13800000.0,13800000.0,13800000.0
Total Cash From Operating Activities,43245800000.0,22712300000.0,12528500000.0,24129800000.0
Depreciation,11306500000.0,9747500000.0,8015400000.0,7010100000.0
Other Cashflows From Investing Activities,874400000.0,196100000.0,110700000.0,237500000.0
Dividends Paid,-424100000.0,-254500000.0,-254500000.0,-254500000.0
Change To Inventory,-336300000.0,880200000.0,-7958700000.0,2279400000.0
Change To Account Receivables,342700000.0,972900000.0,-2376500000.0,-1779500000.0
Other Cashflows From Financing Activities,-2524100000.0,-2861200000.0,-2754000000.0,-2592800000.0
Change To Netincome,845400000.0,-3621400000.0,1188100000.0,623600000.0
Capital Expenditures,-8527400000.0,-27523600000.0,-19637600000.0,-15667500000.0
