,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,3573600000.0,1377400000.0,-1631100000.0,-3202900000.0
Change To Liabilities,2838100000.0,1876700000.0,873500000.0,36700000.0
Total Cashflows From Investing Activities,3375900000.0,-719800000.0,-2619000000.0,-4151200000.0
Net Borrowings,-95600000.0,-80400000.0,-80400000.0,-80400000.0
Total Cash From Financing Activities,-754300000.0,-871900000.0,-619200000.0,-464800000.0
Change To Operating Activities,-428200000.0,398900000.0,41200000.0,-471600000.0
Net Income,3518300000.0,4901900000.0,4097400000.0,3506700000.0
Change In Cash,7863000000.0,2210500000.0,786600000.0,-773600000.0
Total Cash From Operating Activities,5241400000.0,3802200000.0,4024800000.0,3842400000.0
Depreciation,1411200000.0,1300500000.0,1123100000.0,1016800000.0
Other Cashflows From Investing Activities,791800000.0,951700000.0,875900000.0,608400000.0
Dividends Paid,-634400000.0,-634400000.0,-502000000.0,-378400000.0
Change To Inventory,-1078400000.0,-2931800000.0,-784800000.0,786400000.0
Change To Account Receivables,-581900000.0,-465900000.0,-163000000.0,-339600000.0
Other Cashflows From Financing Activities,-24300000.0,-157100000.0,-117200000.0,-86400000.0
Change To Netincome,-468600000.0,-1300500000.0,-1182700000.0,-709700000.0
Capital Expenditures,-1006800000.0,-3072500000.0,-1872500000.0,-1561400000.0
