,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-4710960000.0,-23192490000.0,-8734210000.0,-7452670000.0
Net Borrowings,-2241940000.0,6486620000.0,4566340000.0,7269610000.0
Total Cash From Financing Activities,-5737170000.0,11073400000.0,-843910000.0,1586340000.0
Change To Operating Activities,121920000.0,1316450000.0,1144120000.0,-2071080000.0
Net Income,3289950000.0,4689750000.0,2928410000.0,2101540000.0
Change In Cash,-334100000.0,950320000.0,-220100000.0,324460000.0
Effect Of Exchange Rate,-5840000.0,-6540000.0,-639760000.0,-6820000.0
Total Cash From Operating Activities,10119870000.0,13075950000.0,9997780000.0,6197610000.0
Depreciation,5259230000.0,4854570000.0,3818640000.0,3431350000.0
Other Cashflows From Investing Activities,-429240000.0,471820000.0,-154800000.0,89480000.0
Dividends Paid,-721720000.0,-690120000.0,-455980000.0,-456290000.0
Change To Inventory,-472910000.0,-1845530000.0,-1514670000.0,449970000.0
Change To Account Receivables,-757450000.0,-322110000.0,-129950000.0,-344300000.0
Other Cashflows From Financing Activities,-2773510000.0,-3724900000.0,-4961420000.0,-5269070000.0
Change To Netincome,2651340000.0,4351110000.0,3719170000.0,2595070000.0
Capital Expenditures,-5596740000.0,-7536270000.0,-8586450000.0,-5329880000.0
Investments,,-81990000.0,30000.0,440000.0
Issuance Of Stock,,9001800000.0,7150000.0,42090000.0
