,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-453274000.0,-645891000.0,411629000.0,455981000.0
Change To Liabilities,79747000.0,-20107000.0,60437000.0,36707000.0
Total Cashflows From Investing Activities,-860844000.0,-1782541000.0,-506428000.0,-411827000.0
Net Borrowings,-208108000.0,129918000.0,526623000.0,-21405000.0
Total Cash From Financing Activities,-1517119000.0,-144138000.0,-168419000.0,-882520000.0
Change To Operating Activities,268133000.0,245980000.0,-105002000.0,-91316000.0
Net Income,1680673000.0,1553707000.0,1440752000.0,1360248000.0
Change In Cash,250990000.0,-217620000.0,598857000.0,53510000.0
Effect Of Exchange Rate,26816000.0,-33990000.0,-67185000.0,5870000.0
Total Cash From Operating Activities,2602137000.0,1743049000.0,1340889000.0,1341987000.0
Depreciation,538242000.0,399233000.0,306673000.0,225153000.0
Dividends Paid,-439965000.0,-228182000.0,-188589000.0,-314863000.0
Change To Account Receivables,78290000.0,-494659000.0,-251167000.0,-179117000.0
Other Cashflows From Financing Activities,-869046000.0,-45889000.0,33556000.0,-3674000.0
Change To Netincome,-42948000.0,58895000.0,-110804000.0,-9688000.0
Capital Expenditures,-262045000.0,-262572000.0,-519948000.0,-832776000.0
Issuance Of Stock,,15000.0,9000.0,16000.0
Other Cashflows From Investing Activities,,199000.0,199000.0,199000.0
Repurchase Of Stock,,,-540018000.0,-542594000.0
