,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Investments,-22838021000.0,-33710082000.0,-10927732000.0,-8566326000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-28332478000.0,-37901899000.0,-13647422000.0,-10272809000.0
Net Borrowings,-116111000000.0,-125862047000.0,-119099415000.0,70248797000.0
Total Cash From Financing Activities,138591181000.0,-178133045000.0,100938352000.0,146834057000.0
Change To Operating Activities,-129499841000.0,139711961000.0,-61812707000.0,-151492762000.0
Issuance Of Stock,20129152000.0,475496000.0,21541000.0,239614000.0
Net Income,4831792000.0,-28433904000.0,-19078798000.0,8799147000.0
Change In Cash,16102805000.0,-53633094000.0,46493372000.0,-2633115000.0
Total Cash From Operating Activities,-94155898000.0,162401850000.0,-49503732000.0,-139194363000.0
Depreciation,3425065000.0,3200069000.0,28203169000.0,1682136000.0
Other Cashflows From Financing Activities,234573029000.0,-52746494000.0,223094104000.0,79416118000.0
Change To Netincome,27087086000.0,47923724000.0,3184604000.0,1817116000.0
Capital Expenditures,-5859728000.0,-4275961000.0,-2763445000.0,-1738108000.0
Dividends Paid,,,-3077878000.0,-3070472000.0
