,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Net Income,14594800000.0,10421867000.0,8566926000.0,8546790000.0
Change To Liabilities,0.0,-1713738000.0,6886029000.0,2963297000.0
Investments,,-21162069000.0,-5954156000.0,1011873000.0
Total Cashflows From Investing Activities,,-21175436000.0,-6746173000.0,23662000.0
Net Borrowings,,82388740000.0,96124989000.0,62370706000.0
Total Cash From Financing Activities,,79521011000.0,94264037000.0,64116999000.0
Change To Operating Activities,,-4152778000.0,-1465767000.0,-15155248000.0
Change In Cash,,684184000.0,-4608659000.0,810862000.0
Total Cash From Operating Activities,,-57661391000.0,-92126523000.0,-66142833000.0
Depreciation,,583424000.0,714043000.0,955041000.0
Dividends Paid,,-2958309000.0,-3671555000.0,-2886344000.0
Other Cashflows From Financing Activities,,-24394000.0,885944000.0,901062000.0
Change To Netincome,,-62886416000.0,-106932733000.0,-63452713000.0
Capital Expenditures,,-332850000.0,-922001000.0,-1217584000.0
